CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
"46","전남","46150","순천시","휴먼감각통합발달센터","0617259976","58003","전라남도 순천시 율산길 1","(연향동) 2층 휴먼감각통합발달센터","03","기타종목","127.5231547","34.9414886","장애인강좌",,
"46","전남","46890","완도군","현대태권도장","025522787","59109","전라남도 완도군 완도읍 개포로135번길 52-5","1층","22","태권도","126.7415026","34.3231566","장애인강좌",,
"46","전남","46150","순천시","순천한국유도관특수체육","027219944","57974","순천시 조례못등2길 11-6번지","1층","03","기타종목","127.5295091","34.9514997","장애인강좌",,
"46","전남","46770","고흥군","니니필라테스",,"59559","전라남도 고흥군 도양읍 우주항공로 39","니니필라테스앤피트니스와이","79","필라테스","127.1403123","34.5275326","장애인강좌",,
"46","전남","46230","광양시","엠앤피필라테스(M&P pilates)","0619132600","57779","전라남도 광양시 구마길 80-30","2층(중동)","79","필라테스","127.6891790","34.9496225","장애인강좌",,
"46","전남","46800","장흥군","s휘트니스클럽","0618646767","59322","전라남도 장흥군 장흥읍 괘야리1길 26-9","전라남도 장흥군 장흥읍 괘야리1길 26-9","25","헬스","126.9072389","34.6850079","장애인강좌",,
"46","전남","46710","담양군","드림팀 합기도","0613824001","57343","전라남도 담양군 담양읍 중앙로 65","2층 드림팀 합기도","75","합기도","126.9825869","35.3189427","장애인강좌",,
"46","전남","46170","나주시","빛가람농구교실",,"58217","전라남도 나주시 상야3길 8","1층 112호(빛가람동)","04","농구","126.7903643","35.0229256","장애인강좌",,
"46","전남","46150","순천시","금당챔피온태권스쿨","0617215488","57969","전라남도 순천시 장선배기길 77","상가3층1호(조례동, 부영5차아파트)","22","태권도","127.5302205","34.9531473","장애인강좌",,
"46","전남","46910","신안군","SC운동발달아카데미","0286415308","58824","전라남도 신안군 압해읍 압해로 878","2층, sc운동발달아카데미","03","기타종목","126.3132144","34.8652929","장애인강좌",,
"46","전남","46810","강진군","Y댄스아카데미학원","0614341597","59237","전라남도 강진군 강진읍 송계로 20","Y댄스 아카데미학원","07","댄스(줌바 등)","126.7601417","34.6340697","장애인강좌",,
"46","전남","46150","순천시","민족사관태권도","0617210744","58003","전라남도 순천시 안산길 22","(연향동)","22","태권도","127.5268441","34.9391405","장애인강좌",,
"46","전남","46130","여수시","진남수영장","026528225","59715","전라남도 여수시 내동1길 2","진남수영장(오림동)","12","수영","127.7203620","34.7621065","장애인강좌",,
"46","전남","46130","여수시","다짐(다GYM)",,"59629","전라남도 여수시 미평3길 37","1,2층 다짐(미평동)","25","헬스","127.7042826","34.7683102","장애인강좌",,
"46","전남","46900","진도군","진도아리랑스포츠클럽","0615447110","58927","전라남도 진도군 진도읍 공설운동장길 57","아리랑피지컬센터 2층","09","배드민턴","126.2800795","34.4771967","장애인강좌",,
"46","전남","46900","진도군","진도헬스",,"58922","전라남도 진도군 진도읍 남동1길 6-1","3층","25","헬스","126.2589839","34.4815118","장애인강좌",,
"46","전남","46150","순천시","현대태권도","0617410322","57962","전라남도 순천시 풍덕주택길 26","농협 3층 현대태권도(풍덕동)","22","태권도","127.5024075","34.9435698","장애인강좌",,
"46","전남","46110","목포시","맹호태권도","0612731976","58710","전라남도 목포시 철로마을길 35","2층맹호태권도(산정동)","22","태권도","126.3848430","34.8044614","장애인강좌",,
"46","전남","46130","여수시","최희라댄스스포츠","026546663","59708","전라남도 여수시 여문문화1길 38-1","전남 여수시 문수8길 6-9. 우리빌 1층","07","댄스(줌바 등)","127.7034381","34.7528788","장애인강좌",,
"46","전남","46840","무안군","모던필라테스목포무안점",,"58581","전라남도 무안군 일로읍 오룡번영로 62","수양빌딩5층","79","필라테스","126.4782377","34.8025991","장애인강좌",,
"46","전남","46230","광양시","제이엔에스풋볼파크",,"57788","전라남도 광양시 오류5길 62","2층 제이엔에스풋볼파크","20","축구(풋살)","127.6958856","34.9376355","장애인강좌",,
"46","전남","46130","여수시","서영완탁구교실",,"59677","전라남도 여수시 시청로 34","5층 503호 서영완 탁구교실(학동)","21","탁구","127.6633397","34.7647280","장애인강좌",,
"46","전남","46800","장흥군","킹스크린골프장","028633133","59323","전라남도 장흥군 장흥읍 장흥로 76-10","2층 킹스크린골프장","02","골프","126.9116878","34.6838607","장애인강좌",,
"46","전남","46870","영광군","용인대광명태권도장","0613565124","57004","전라남도 영광군 홍농읍 상하길 40","301호","22","태권도","126.4456010","35.3952091","장애인강좌",,
"46","전남","46830","영암군","MTA태권도","0614613579","58459","전라남도 영암군 삼호읍 대불주거로 55-1","3층 MTA태권도","22","태권도","126.4657218","34.7463662","장애인강좌",,
"46","전남","46880","장성군","킹스골프존","023942778","57238","전라남도 장성군 삼계면 사창로 40-9","킹스골프존","02","골프","126.6673703","35.2589316","장애인강좌",,
"46","전남","46230","광양시","GX다이어트짐","0617929696","57791","전라남도 광양시 광장로 125","A동 2층 GX다이어트짐(중동)","14","에어로빅","127.6943080","34.9353788","장애인강좌",,
"46","전남","46130","여수시","박사태양태권도장","0616528268","59703","전라남도 여수시 여문2로 73","2층 5호 박사태양태권도장(문수동)","22","태권도","127.6929933","34.7546608","장애인강좌",,
"46","전남","46230","광양시","부영국제빙상장","0617618600","57764","전라남도 광양시 광양읍 순광로 482-7","부영국제빙상장","11","빙상(스케이트)","127.5706589","34.9617289","장애인강좌",,
"46","전남","46150","순천시","사(4)차원균형다이어트요가원","0617434086","57966","전라남도 순천시 충효로 121","2층(조례동)","78","요가","127.5152784","34.9497108","장애인강좌",,
"46","전남","46800","장흥군","킹덤 피트니스",,"59327","전라남도 장흥군 장흥읍 동교3길 2-6","킹덤 피트니스 1층","25","헬스","126.9056332","34.6795393","장애인강좌",,
"46","전남","46230","광양시","금강태권도","0617637040","57736","전라남도 광양시 광양읍 서평로 61","대성빌딩 201호 금강태권도","22","태권도","127.5782130","34.9795450","장애인강좌",,
"46","전남","46150","순천시","킹 당구 클럽",,"57977","전라남도 순천시 연향중앙상가길 56","상가 유치원동 2층 킹당구클럽(연향동, 동부아파트)","112","당구","127.5188373","34.9485314","장애인강좌",,
"46","전남","46230","광양시","한국태권도","0617925965","57716","전라남도 광양시 금영로 156","목우상가 2층(광영동)","22","태권도","127.7198295","34.9644622","장애인강좌",,
"46","전남","46230","광양시","금강인성태권도장","0617610003","57746","전라남도 광양시 광양읍 용강1길 43","2층 금감인성태권도장","22","태권도","127.6092115","34.9763327","장애인강좌",,
"46","전남","46820","해남군","우슬국민체육센터","0615305791","59024","전라남도 해남군 해남읍 해남로 72","우슬국민체육센터","12","수영","126.6232603","34.5684998","장애인강좌",,
"46","전남","46110","목포시","하늘샾태권도장",,"58763","전라남도 목포시 연산백련로31번길 2-6","1층 하늘태권도(연산동)","22","태권도","126.3898621","34.8175804","장애인강좌",,
"46","전남","46820","해남군","조오련수영장","0615305796","59024","전라남도 해남군 해남읍 해남로 72","우슬국민체육센터(조오련수영장)","12","수영","126.6232393","34.5685011","장애인강좌",,
"46","전남","46780","보성군","보성태권도장","0618527989","59457","전라남도 보성군 보성읍 신일길 6-1","보성태권도장","22","태권도","127.0814901","34.7691297","장애인강좌",,
"46","전남","46880","장성군","상무헬스",,"57237","전라남도 장성군 삼계면 능성로 548","상무스포츠센터 1층(상무아파트)","25","헬스","126.6729987","35.2592478","장애인강좌",,
"46","전남","46230","광양시","용호체육관","0617615009","57741","전라남도 광양시 광양읍 호북길 26","용호체육관","75","합기도","127.5842747","34.9810617","장애인강좌",,
"46","전남","46110","목포시","원준골프아카데미","0612847169","58607","전라남도 목포시 영산로 653","원준골프아카데미(석현동)","02","골프","126.4223616","34.8234067","장애인강좌",,
"46","전남","46170","나주시","국가대표코리아태권도장","0613331286","58325","전라남도 나주시 그린로 329","202호(빛가람동)","22","태권도","126.7945656","35.0157772","장애인강좌",,
"46","전남","46230","광양시","한국체대 백궁 태권도","0276595245","57747","전라남도 광양시 광양읍 와룡길 33","용강리 송보7차 상가 302호(광양송보파인빌7차아파트)","22","태권도","127.6122964","34.9696179","장애인강좌",,
"46","전남","46130","여수시","뉴 스포츠클럽","0236292236","59683","전라남도 여수시 신기북7길 20","상가 1층 2호(신기동, 신기주공4단지)","22","태권도","127.6757532","34.7623501","장애인강좌",,
"46","전남","46820","해남군","그린골프클럽",,"59016","전라남도 해남군 마산면 명량로 2762-27","그린골프클럽","02","골프","126.5560797","34.5876203","장애인강좌",,
"46","전남","46130","여수시","농업회사법인 여수재활승마주식회사","0616925288","59779","전라남도 여수시 화양면 화양로 1020-52","힐링승마파크","71","승마","127.6110883","34.6847809","장애인강좌",,
"46","전남","46110","목포시","윤마스터태권도장","0612825667","58661","전라남도 목포시 백년대로337번길 24","3층 윤마스터태권도장(상동)","22","태권도","126.4228829","34.8075835","장애인강좌",,
"46","전남","46150","순천시","용인대율산태권도","0617252897","58004","전라남도 순천시 안산길 5","상가동 201호 용인대율산태권도(연향동, 호반리젠시빌1차아파트)","22","태권도","127.5285532","34.9413082","장애인강좌",,
"46","전남","46130","여수시","커브스 학동클럽","0616852330","59672","전라남도 여수시 무선로 6","4층 401호(학동)","25","헬스","127.6563770","34.7613603","장애인강좌",,
"46","전남","46790","화순군","야놀자다트샵","0613757236","58116","전라남도 화순군 화순읍 중앙로 101","상가동206","03","기타종목","126.9929531","35.0606037","장애인강좌",,
"46","전남","46710","담양군","금성승마장",,"57305","전라남도 담양군 금성면 무림길 61","금성승마장","71","승마","127.0190834","35.3474346","장애인강좌",,
"46","전남","46720","곡성군","골프존 파크 곡성 골프왕점","0613630038","57537","전라남도 곡성군 곡성읍 학교로 92","골프존 파크 곡성 골프왕점","02","골프","127.2903463","35.2824796","장애인강좌",,
"46","전남","46770","고흥군","콤비당구장",,"59540","전라남도 고흥군 고흥읍 터미널길 30","콤비당구장","112","당구","127.2814969","34.6079159","장애인강좌",,
"46","전남","46790","화순군","제이키즈클럽","0299663237","58115","전라남도 화순군 화순읍 대교로 129","2층 제이키즈클럽","03","기타종목","126.9936647","35.0635104","장애인강좌",,
"46","전남","46130","여수시","태극 태권도","0616651187","59726","전라남도 여수시 동문로 89","2층 태극태권도(공화동)","22","태권도","127.7416685","34.7447955","장애인강좌",,
"46","전남","46150","순천시","복싱피스트",,"57999","전라남도 순천시 오천6길 24","506호(오천동)","76","복싱","127.4945265","34.9332702","장애인강좌",,
"46","전남","46150","순천시","참교육태권도","0617510133","57926","전남 순천시 서면 강청길 82","라송센트럴카운티 상가 3층","22","태권도","127.5000792","34.9861173","장애인강좌",,
"46","전남","46150","순천시","마스터짐","0617512122","57923","전라남도 순천시 중앙로 310","애플볼링장 건물 2층 마스터짐(가곡동)(가곡동)","25","헬스","127.4826889","34.9732999","장애인강좌",,
"46","전남","46900","진도군","한국체대LEE태권도 (진도지점)","0615448946","58923","전라남도 진도군 진도읍 남문길 34","2층 한국체대 이태권도","22","태권도","126.2639301","34.4812222","장애인강좌",,
"46","전남","46170","나주시","강변태권도장","0613358973","58227","전라남도 나주시 남평읍 강변1길 21-28","2층","22","태권도","126.8495698","35.0433424","장애인강좌",,
"46","전남","46130","여수시","금강태권도장","0616432738","59755","전라남도 여수시 신월로 801","1층(서교동)","22","태권도","127.7262895","34.7399104","장애인강좌",,
"46","전남","46110","목포시","베네핏",,"58613","전라남도 목포시 용당로 337","3층 베네핏(용해동)","25","헬스","126.3992978","34.8167380","장애인강좌",,
"46","전남","46150","순천시","참사랑태권도장","0619047775","57971","전라남도 순천시 왕궁길 10","2층 참사랑태권도장(조례동)","22","태권도","127.5326810","34.9544657","장애인강좌",,
"46","전남","46870","영광군","제이필라테스",,"57046","전라남도 영광군 영광읍 물무로 154","101호","79","필라테스","126.5168495","35.2761507","장애인강좌",,
"46","전남","46800","장흥군","장흥볼링장","0618623355","59323","전라남도 장흥군 장흥읍 건산동부로 83","장흥볼링장","10","볼링","126.9114345","34.6834367","장애인강좌",,
"46","전남","46720","곡성군","옥과태권도","0613637559","57502","전라남도 곡성군 옥과면 죽림6길 20","1층 옥과태권도","22","태권도","127.1394778","35.2759560","장애인강좌",,
"46","전남","46790","화순군","조이태권도장","0613727717","58125","전라남도 화순군 화순읍 중앙로 92","3층  조이태권도","22","태권도","126.9914308","35.0602742","장애인강좌",,
"46","전남","46720","곡성군","옥과 사또골 협동조합","023625300","57504","전라남도 곡성군 옥과면 리문3길 19-10","옥과 사또골 문화센터 2층","25","헬스","127.1364113","35.2738962","장애인강좌",,
"46","전남","46890","완도군","한국체대정건태권도장","0615529119","59115","전라남도 완도군 완도읍 개포로135번길 34","한국체대정건태권도","22","태권도","126.7415447","34.3212950","장애인강좌",,
"46","전남","46150","순천시","더원빌리어드",,"57986","전라남도 순천시 하대석길 44","로즈빌딩 2층 더원빌리어드(연향동)","03","기타종목","127.5250934","34.9463836","장애인강좌",,
"46","전남","46130","여수시","여천검도관","0616847979","59661","전라남도 여수시 도원로 162","2층여천검도관(안산동)","01","검도","127.6489666","34.7606971","장애인강좌",,
"46","전남","46230","광양시","광양시청(광양수영장)","0617973800","57728","전라남도 광양시 봉강면 명암길 7","광양수영장","12","수영","127.5729862","34.9805314","장애인강좌",,
"46","전남","46230","광양시","창덕 해동검도","0617631140","57748","전라남도 광양시 광양읍 용강로 39","3층","01","검도","127.6081452","34.9732045","장애인강좌",,
"46","전남","46130","여수시","아카데미당구클럽","06126392002","59689","전라남도 여수시 망마로 40","4층(학동)","112","당구","127.6670500","34.7592841","장애인강좌",,
"46","전남","46130","여수시","케어필라테스 여수안산점",,"59674","전라남도 여수시 시청서3길 7-2","오리덕애 2층(학동)","79","필라테스","127.6565363","34.7584740","장애인강좌",,
"46","전남","46170","나주시","훼밀리승마클럽",,"58231","전라남도 나주시 남평읍 지석로 765-34","훼밀리승마클럽","71","승마","126.8806259","35.0022667","장애인강좌",,
"46","전남","46110","목포시","남해태권도체육관","0612428726","58640","전라남도 목포시 청호로130번길 11-2","3층 남해체육관(산정동)","22","태권도","126.3776037","34.8043724","장애인강좌",,
"46","전남","46230","광양시","운동의미학","0617950977","57779","전라남도 광양시 진등1길 12","3층 운동의미학(중동)","25","헬스","127.6896457","34.9498630","장애인강좌",,
"46","전남","46230","광양시","제일헬스","0617638588","57736","전라남도 광양시 광양읍 서평10길 36","1층 제일헬스클럽","25","헬스","127.5805910","34.9818136","장애인강좌",,
"46","전남","46110","목포시","사단법인 목포스포츠클럽","0612760502","58644","전라남도 목포시 영산로 413-3","목포과학대학교 웰빙1관 202호(상동)","20","축구(풋살)","126.4109603","34.8081747","장애인강좌",,
"46","전남","46790","화순군","캘리포니아헬스","0613753758","58117","전라남도 화순군 화순읍 중앙로 93-9","3층","25","헬스","126.9915607","35.0611473","장애인강좌",,
"46","전남","46150","순천시","한라태권도장","0617411900","57966","전라남도 순천시 이수로 224-9(덕암동)","1층","22","태권도","127.5097574","34.9514902","장애인강좌",,
"46","전남","46230","광양시","건화베스파","0617629811","57736","전라남도 광양시 광양읍 인덕로 1121","건화베스파","25","헬스","127.5805731","34.9823611","장애인강좌",,
"46","전남","46800","장흥군","요가하우스 숨",,"59324","전라남도 장흥군 장흥읍 건산로1길 11","3층","78","요가","126.9096733","34.6801029","장애인강좌",,
"46","전남","46150","순천시","국제승마장","0297047788","57903","전라남도 순천시 서면 구랑실로 13-12","(서면)","71","승마","127.5502632","34.9930652","장애인강좌",,
"46","전남","46110","목포시","마스터당구클럽",,"58685","전라남도 목포시 부흥로 87","3층(옥암동)","112","당구","126.4303853","34.8039547","장애인강좌",,
"46","전남","46840","무안군","남악축구클럽&모드니무용",,"58567","전라남도 무안군 삼향읍 대죽동로16번길 22","신협프라자201호 남악축구클럽","20","축구","126.4654806","34.8112351","장애인강좌",,
"46","전남","46230","광양시","백운체육관","0617627082","57753","전라남도 광양시 광양읍 성북길 40","1층 백운체육관","75","합기도","127.5836421","34.9733801","장애인강좌",,
"46","전남","46150","순천시","파라스포츠아카데미",,"57971","전라남도 순천시 왕궁길 5","지하 1층(조례동)","03","기타종목","127.5324577","34.9540573","장애인강좌",,
"46","전남","46150","순천시","피우다아이발달연구소순천점",,"58011","전라남도 순천시 해룡면 신대3길 5-94","7층","03","기타종목","127.5509610","34.9349830","장애인강좌",,
"46","전남","46820","해남군","구교스크린 골프연습장","0615365100","59023","전라남도 해남군 해남읍 구교3길 35-21","3층","02","골프","126.5901790","34.5776992","장애인강좌",,
"46","전남","46230","광양시","젤리짐","0617951005","57791","전라남도 광양시 광장로 107","젤리짐(중동)","25","헬스","127.6942937","34.9338146","장애인강좌",,
"46","전남","46770","고흥군","행복마굿간",,"59526","전라남도 고흥군 포두면 외산길 52-12","차동리1221 행복마굿간","71","승마","127.3586022","34.5384400","장애인강좌",,
"46","전남","46230","광양시","MPK태권도장","0617637982","57736","전라남도 광양시 광양읍 서평8길 23","초록빌딩4층","22","태권도","127.5794768","34.9813563","장애인강좌",,
"46","전남","46130","여수시","망마국민체육센터","0616848227","59683","전라남도 여수시 여천체육공원길 49","망마국민체육센터(시전동)","12","수영","127.6802515","34.7582143","장애인강좌",,
"46","전남","46110","목포시","합기도승리관","0612721229","58731","전라남도 목포시 백년대로 6","합기도승리관(산정동)","75","합기도","126.3899777","34.7985326","장애인강좌",,
"46","전남","46770","고흥군","봉황의나라 택견전수관","028421996","59555","전라남도 고흥군 도양읍 천마로 86","택견전수관","03","기타종목","127.1380503","34.5304360","장애인강좌",,
"46","전남","46170","나주시","박민수탁구클럽",,"58217","전라남도 나주시 상야4길 16-10","4층 박민수 탁구클럽(빛가람동)","21","탁구","126.7931974","35.0233029","장애인강좌",,
"46","전남","46150","순천시","한라태권도체육관","0617411900","57966","전라남도 순천시 이수로 224-9","1층(덕암동)","22","태권도","127.5097574","34.9514902","장애인강좌",,
"46","전남","46170","나주시","스위밍차일드 빛가람점",,"58329","전라남도 나주시 그린로 224","1층 스위밍차일드(빛가람동)","12","수영","126.7908475","35.0092104","장애인강좌",,
"46","전남","46230","광양시","용인대광양태권도장","0617612227","57747","전라남도 광양시 광양읍 와룡길 40","3층","22","태권도","127.6111430","34.9693221","장애인강좌",,
"46","전남","46790","화순군","화순군민종합문화센터 수영장","0613793951","58114","전라남도 화순군 화순읍 광덕로 231","화순군민종합문화센터","12","수영","126.9917646","35.0656315","장애인강좌",,
"46","전남","46230","광양시","엠앤피필라테스","0619132600","57779","전라남도 광양시 구마길 80-30","2층(중동)","79","필라테스","127.6891790","34.9496225","장애인강좌",,
"46","전남","46790","화순군","화순볼링장","0613729911","58137","전라남도 화순군 화순읍 쌍충로 41","1층","10","볼링","126.9810361","35.0554563","장애인강좌",,
"46","전남","46150","순천시","팔마헬스클럽",,"57962","전라남도 순천시 풍덕주택길 56","팔마헬스클럽(풍덕동)","25","헬스","127.5029365","34.9421076","장애인강좌",,
"46","전남","46230","광양시","선교체육관","0617991717","57804","전라남도 광양시 폭포사랑길 99","백운쇼핑센타 1층(금호동)","75","합기도","127.7322500","34.9403013","장애인강좌",,
"46","전남","46130","여수시","패스체대입시및패스농구교실","026859823","59656","전라남도 여수시 소라면 관기길 27","패스체대입시 및 패스농구교실","04","농구","127.6252875","34.7489851","장애인강좌",,
"46","전남","46810","강진군","강진스포츠클럽","0614337333","59223","전남 강진군 군동면 종합운동장길 60","강진스포츠클럽","12","수영","126.7827250","34.6457737","장애인강좌",,
"46","전남","46820","해남군","동아스크린골프연습장","0262235558","59044","전라남도 해남군 해남읍 고산로 85","동아스크린골프연습장","02","골프","126.6047432","34.5578793","장애인강좌",,
"46","전남","46150","순천시","명성헬스클럽","0617241247","57945","전라남도 순천시 신월큰길 34","3층(조례동)","25","헬스","127.5177846","34.9608874","장애인강좌",,
"46","전남","46810","강진군","성화태권도체육관","0614332123","59232","전라남도 강진군 강진읍 보은로3길 32","3층 성화태권도","22","태권도","126.7713096","34.6402878","장애인강좌",,
"46","전남","46710","담양군","전남체육관","0613837615","57318","전남 담양군 수북면 진등길 8",,"22","태권도","126.9321301","35.3001241","장애인강좌",,
"46","전남","46110","목포시","원투복싱다이어트클럽","0612769114","58636","전라남도 목포시 연산로 153","2층 원투복싱다이어트클럽(산정동)","76","복싱","126.3801706","34.8103770","장애인강좌",,
"46","전남","46870","영광군","에스댄스학원",,"57042","전라남도 영광군 영광읍 옥당로 170-17","3층","07","댄스(줌바 등)","126.5026679","35.2770356","장애인강좌",,
"46","전남","46110","목포시","건강나눔평생교육원","0612727727","58724","전라남도 목포시 삼일로13번길 21","사단법인건강나눔(남교동)","03","기타종목","126.3813891","34.7939771","장애인강좌",,
"46","전남","46110","목포시","합기도승리관 용해수련관","0612772005","58610","전라남도 목포시 용해지구로 4","3층 합기도승리관(용해동)","75","합기도","126.3988639","34.8174493","장애인강좌",,
"46","전남","46810","강진군","강진AMF볼링센타","0614332441","59233","전라남도 강진군 강진읍 보은로2길 13","강진","10","볼링","126.7711716","34.6379236","장애인강좌",,
"46","전남","46870","영광군","더블비 휘트니스 영광점",,"57043","전라남도 영광군 영광읍 천년로 1489","2층 더블비휘트니스","25","헬스","126.5044214","35.2753432","장애인강좌",,
"46","전남","46110","목포시","국제볼링타운","0612788014","58639","전남 목포시 청호로 170","(청호로)","10","볼링","126.3740275","34.8060847","장애인강좌",,
"46","전남","46910","신안군","강한태권도장",,"58813","전라남도 신안군 지도읍 서촌길 69-6","강한태권도장","22","태권도","126.2052577","35.0613216","장애인강좌",,
"46","전남","46230","광양시","성황스포츠센터(다목적체육관)",,"57768","전라남도 광양시 성황도이로 66-22","체육과(도이동)","03","기타종목","127.6835030","34.9364325","장애인강좌",,
"46","전남","46790","화순군","머슬헬프","0613752486","58117","전라남도 화순군 화순읍 만연로 66-11","4층","25","헬스","126.9913002","35.0616859","장애인강좌",,
"46","전남","46230","광양시","가야볼링장","0617912332","57788","전라남도 광양시 오류5길 65","1층(중동)","10","볼링","127.6962955","34.9380289","장애인강좌",,
"46","전남","46230","광양시","성황스포츠센터(수영장)","0617973937","57768","전라남도 광양시 성황도이로 66-16","성황스포츠센터(수영장)(도이동)","12","수영","127.6824426","34.9363248","장애인강좌",,
"46","전남","46110","목포시","용인대하당유도관","022819336","58690","전라남도 목포시 신흥로45번길 12","지하 1층(상동)","17","유도","126.4251926","34.8042900","장애인강좌",,
"46","전남","46870","영광군","세계특공무술연맹 극한체육관","07042246271","57048","전라남도 영광군 영광읍 옥당로 104","특공무술 극한체육관","03","기타종목","126.5041226","35.2720766","장애인강좌",,
"46","전남","46870","영광군","스마일요가","0613529770","57045","전라남도 영광군 영광읍 중앙로 157-1","2층 스마일요가","78","요가","126.5118415","35.2730821","장애인강좌",,
"46","전남","46110","목포시","건강나눔평생교육원","022737727","58724","전라남도 목포시 삼일로13번길 21","(남교동)","03","기타종목","126.3813891","34.7939771","장애인강좌",,
"46","전남","46900","진도군","종로헬스클럽",,"58922","전라남도 진도군 진도읍 남동1길 32","3층, 종로헬스클럽","25","헬스","126.2614915","34.4810851","장애인강좌",,
"46","전남","46110","목포시","오정빈 탁구클럽","022832437","58685","전라남도 목포시 부흥로 87","5층  오정빈 탁구클럽(옥암동)","21","탁구","126.4303853","34.8039547","장애인강좌",,
"46","전남","46110","목포시","대화볼링센타","0612767890","58703","전라남도 목포시 삼학로 333","대화볼링센타(용해동)","10","볼링","126.4085094","34.8007579","장애인강좌",,
"46","전남","46150","순천시","(사)한국운동재활복지협회 스페셜 무브먼트","0617430153","57956","전라남도 순천시 장천안길 5-42","1층, 스페셜 무브먼트(장천동)","03","기타종목","127.4887301","34.9489889","장애인강좌",,
"46","전남","46910","신안군","대호태권도체육관","0612466322","58824","전라남도 신안군 압해읍 압해로 861","3층","22","태권도","126.3145088","34.8645009","장애인강좌",,
"46","전남","46900","진도군","드래곤태권도장","0615445258","58923","전라남도 진도군 진도읍 쌍정2길 39","3층","22","태권도","126.2650986","34.4831642","장애인강좌",,
"46","전남","46880","장성군","점핑하이장성점",,"57219","전라남도 장성군 장성읍 영천로 212","3층","03","기타종목","126.7858781","35.3030337","장애인강좌",,
"46","전남","46110","목포시","K-1 STAR GYM","0612856820","58615","전라남도 목포시 영산로 635","석현빌딩 204호 스타체육관2관(석현동)","03","기타종목","126.4219804","34.8222075","장애인강좌",,
"46","전남","46230","광양시","경희태권도","0617940842","57791","전라남도 광양시 공영로 10","금광아파트상가 301호(중동, 금광1차아파트)","22","태권도","127.6908684","34.9357666","장애인강좌",,
"46","전남","46110","목포시","경희체육관","0612834653","58693","전라남도 목포시 통일대로37번길 22","3층경희체육관(상동)","22","태권도","126.4278189","34.8005811","장애인강좌",,
"46","전남","46150","순천시","금당태권도",,"57974","전라남도 순천시 장선배기길 68","금당태권도(조례동)","22","태권도","127.5288998","34.9532707","장애인강좌",,
"46","전남","46110","목포시","대한합기도승리관 신흥수련관","0612810044","58690","전라남도 목포시 신흥로 13","우성상가 2층 202호(상동, 우성아파트)","75","합기도","126.4215393","34.8025717","장애인강좌",,
"46","전남","46900","진도군","플러스 짐","0615448377","58928","전라남도 진도군 진도읍 남산로 106","3층 플러스 짐","25","헬스","126.2639954","34.4746324","장애인강좌",,
"46","전남","46830","영암군","어울림 당구클럽",,"58458","전라남도 영암군 삼호읍 세가래2길 27","3층","03","기타종목","126.4736049","34.7466176","장애인강좌",,
"46","전남","46150","순천시","토리감각언어심리센터","027243243","58016","전라남도 순천시 해룡면 향매로 128","토리감각언어심리센터(3층)","03","기타종목","127.5530740","34.9323041","장애인강좌",,
"46","전남","46790","화순군","평생헬스 화순점",,"58118","전라남도 화순군 화순읍 중앙로 69","4층 평생헬스","25","헬스","126.9888898","35.0606453","장애인강좌",,
"46","전남","46230","광양시","활기찬 이지은 태권도",,"57739","전라남도 광양시 광양읍 매천로 740","2층 활기찬 이지은 태권도","22","태권도","127.5777074","34.9782369","장애인강좌",,
"46","전남","46800","장흥군","황금당구클럽","0618640123","59324","전라남도 장흥군 장흥읍 중앙로1길 13","황금당구클럽","112","당구","126.9101372","34.6777923","장애인강좌",,
"46","전남","46230","광양시","비케이짐피트니스","0617956270","57788","전라남도 광양시 공영로 67","3층 비케이짐피트니스(중동)","25","헬스","127.6966038","34.9361106","장애인강좌",,
"46","전남","46840","무안군","몸이야필라테스 목포남악점","022831116","58567","전라남도 무안군 삼향읍 대죽동로 43","그랜드프라자2층 몸이야필라테스목포남악점","79","필라테스","126.4637710","34.8126737","장애인강좌",,
"46","전남","46110","목포시","건강활동지원협동조합","0612721333","58644","전라남도 목포시 영산로 413-1","영신관 1층(상동)","25","헬스","126.4091375","34.8073583","장애인강좌",,
"46","전남","46170","나주시","세종체육도장","0613319660","58227","전라남도 나주시 남평읍 남평2로 34","3층세종태권도","22","태권도","126.8429299","35.0452882","장애인강좌",,
"46","전남","46840","무안군","남악축구클럽",,"58567","전라남도 무안군 삼향읍 대죽동로16번길 22","신협프라자201호 남악축구클럽","20","축구(풋살)","126.4654806","34.8112351","장애인강좌",,
"46","전남","46170","나주시","우리당구장","0613340035","58217","전라남도 나주시 우정로 72","더클래스빌딩b동422호  우리당구장(빛가람동)","112","당구","126.7872602","35.0234691","장애인강좌",,
"46","전남","46880","장성군","문무합기도","0613929914","57219","전라남도 장성군 장성읍 매화1길 37","1층 문무합기도","75","합기도","126.7862023","35.3002344","장애인강좌",,
"46","전남","46790","화순군","대한태권도체육관","0613739990","58114","전라남도 화순군 화순읍 광덕로 213","상가3층303호 대한태권도장","22","태권도","126.9922544","35.0637967","장애인강좌",,
